country,dir,time,number
Ethiopia,Export,11/1/2020,1243.450558
Ethiopia,Export,12/1/2020,1618.381986
Ethiopia,Export,1/1/2021,1418.027935
Ethiopia,Export,2/1/2021,879.019876
Ethiopia,Export,3/1/2021,1208.656928
Gabon,Export,6/1/2020,293.785599
Gabon,Export,7/1/2020,276.340354
Gabon,Export,8/1/2020,342.554652
Gabon,Export,9/1/2020,275.263415
Gabon,Export,10/1/2020,230.937079
Gabon,Export,11/1/2020,246.493854
Gabon,Export,12/1/2020,346.117757
Gabon,Export,1/1/2021,214.518015
Gabon,Export,2/1/2021,145.502404
Gabon,Export,3/1/2021,206.937881
Gambia,Export,6/1/2020,307.208002
Gambia,Export,7/1/2020,363.375974
Gambia,Export,8/1/2020,342.861195
Gambia,Export,9/1/2020,287.493467
Gambia,Export,10/1/2020,346.487953
Gambia,Export,11/1/2020,298.177091
Gambia,Export,12/1/2020,366.866828
Gambia,Export,1/1/2021,368.446794
Gambia,Export,2/1/2021,216.728285
Gambia,Export,3/1/2021,265.003068
Ghana,Export,6/1/2020,4106.664169
Ghana,Export,7/1/2020,4852.359228
Ghana,Export,8/1/2020,4374.226778
Ghana,Export,9/1/2020,4551.122773
Ghana,Export,10/1/2020,4398.640012
Ghana,Export,11/1/2020,5208.3818
Ghana,Export,12/1/2020,5245.929162
Ghana,Export,1/1/2021,4284.683715
Ghana,Export,2/1/2021,2891.758969
Ghana,Export,3/1/2021,3157.064531
Guinea,Export,6/1/2020,1189.858136
Guinea,Export,7/1/2020,1296.998389
Guinea,Export,8/1/2020,1168.124873
Guinea,Export,9/1/2020,1201.649729
Guinea,Export,10/1/2020,1074.353703
Guinea,Export,11/1/2020,1156.345045
Guinea,Export,12/1/2020,1182.210434
Guinea,Export,1/1/2021,1286.056469
Guinea,Export,2/1/2021,906.727968
Guinea,Export,3/1/2021,1012.285439
Guinea Bissau,Export,6/1/2020,23.884914
Guinea Bissau,Export,7/1/2020,20.690071
Guinea Bissau,Export,8/1/2020,37.693894
Guinea Bissau,Export,9/1/2020,42.244535
Guinea Bissau,Export,10/1/2020,30.838822
Guinea Bissau,Export,11/1/2020,37.122647
Guinea Bissau,Export,12/1/2020,23.147452
Guinea Bissau,Export,1/1/2021,9.238574
Guinea Bissau,Export,2/1/2021,21.303828
Guinea Bissau,Export,3/1/2021,57.112794
Cote d'Ivoire,Export,6/1/2020,1591.315567
Cote d'Ivoire,Export,7/1/2020,1617.835492
Cote d'Ivoire,Export,8/1/2020,1525.790362
Cote d'Ivoire,Export,9/1/2020,1420.46947
Cote d'Ivoire,Export,10/1/2020,1289.311867
Cote d'Ivoire,Export,11/1/2020,1571.764252
Cote d'Ivoire,Export,12/1/2020,1721.616772
Cote d'Ivoire,Export,1/1/2021,1722.6678
Cote d'Ivoire,Export,2/1/2021,1155.714752
Cote d'Ivoire,Export,3/1/2021,1463.339187
Kenya,Export,6/1/2020,3323.95847
Kenya,Export,7/1/2020,3473.827549
Kenya,Export,8/1/2020,3756.570003
Kenya,Export,9/1/2020,3899.559803
Kenya,Export,10/1/2020,3166.121736
Kenya,Export,11/1/2020,4046.503208
Kenya,Export,12/1/2020,4118.606119
Kenya,Export,1/1/2021,3644.551384
Kenya,Export,2/1/2021,2509.072425
Kenya,Export,3/1/2021,2540.567178
Liberia,Export,6/1/2020,1639.083331
Liberia,Export,7/1/2020,1434.893204
Liberia,Export,8/1/2020,3240.027372
Liberia,Export,9/1/2020,1944.834257
Liberia,Export,10/1/2020,1053.744349
Liberia,Export,11/1/2020,1867.799456
Liberia,Export,12/1/2020,2157.767143
Liberia,Export,1/1/2021,2783.29871
Liberia,Export,2/1/2021,1426.059561
Liberia,Export,3/1/2021,2095.674036
Libyan,Export,6/1/2020,936.568837
Libyan,Export,7/1/2020,1238.041112
Libyan,Export,8/1/2020,1239.685044
Libyan,Export,9/1/2020,1319.430155
Libyan,Export,10/1/2020,806.195936
Libyan,Export,11/1/2020,1149.165703
Libyan,Export,12/1/2020,1103.526072
Libyan,Export,1/1/2021,1024.322603
Libyan,Export,2/1/2021,700.868675
Libyan,Export,3/1/2021,842.153777
Madagascar,Export,6/1/2020,634.588337
Madagascar,Export,7/1/2020,592.710445
Madagascar,Export,8/1/2020,461.916476
Madagascar,Export,9/1/2020,597.173528
Madagascar,Export,10/1/2020,600.7541
Madagascar,Export,11/1/2020,680.897179
Madagascar,Export,12/1/2020,683.507149
Madagascar,Export,1/1/2021,645.269652
Madagascar,Export,2/1/2021,489.297932
Madagascar,Export,3/1/2021,479.572013
Malawi,Export,6/1/2020,103.285779
Malawi,Export,7/1/2020,150.697936
Malawi,Export,8/1/2020,157.83939
Malawi,Export,9/1/2020,154.904444
Malawi,Export,10/1/2020,116.412369
Malawi,Export,11/1/2020,140.844652
Malawi,Export,12/1/2020,184.339935
Malawi,Export,1/1/2021,137.977133
Malawi,Export,2/1/2021,83.595498
Malawi,Export,3/1/2021,130.724847
Mali,Export,6/1/2020,300.541533
Mali,Export,7/1/2020,320.251656
Mali,Export,8/1/2020,241.255086
Mali,Export,9/1/2020,270.18806
Mali,Export,10/1/2020,291.11557
Mali,Export,11/1/2020,267.726029
Mali,Export,12/1/2020,351.443967
Mali,Export,1/1/2021,253.301546
Mali,Export,2/1/2021,260.779256
Mali,Export,3/1/2021,354.764231
Mauritania,Export,6/1/2020,449.455126
Mauritania,Export,7/1/2020,446.507454
Mauritania,Export,8/1/2020,461.358059
Mauritania,Export,9/1/2020,549.910201
Mauritania,Export,10/1/2020,469.34529
Mauritania,Export,11/1/2020,499.971455
Mauritania,Export,12/1/2020,499.950432
Mauritania,Export,1/1/2021,529.090064
Mauritania,Export,2/1/2021,267.949271
Mauritania,Export,3/1/2021,314.876333
Mauritius,Export,6/1/2020,352.785714
Mauritius,Export,7/1/2020,425.198786
Mauritius,Export,8/1/2020,415.434389
Mauritius,Export,9/1/2020,459.64992
Mauritius,Export,10/1/2020,505.570342
Mauritius,Export,11/1/2020,598.792215
Mauritius,Export,12/1/2020,558.0821
Mauritius,Export,1/1/2021,426.99134
Mauritius,Export,2/1/2021,339.576581
Mauritius,Export,3/1/2021,300.094501
Morocco,Export,6/1/2020,2415.072818
Morocco,Export,7/1/2020,2403.361477
Morocco,Export,8/1/2020,2328.206725
Morocco,Export,9/1/2020,2428.04689
Morocco,Export,10/1/2020,2583.105813
Morocco,Export,11/1/2020,2764.893368
Morocco,Export,12/1/2020,3319.972886
Morocco,Export,1/1/2021,3061.865771
Morocco,Export,2/1/2021,1965.53155
Morocco,Export,3/1/2021,2200.81949
Mozambique,Export,6/1/2020,1357.356281
Mozambique,Export,7/1/2020,1283.558761
Mozambique,Export,8/1/2020,1320.866714
Mozambique,Export,9/1/2020,1372.304498
Mozambique,Export,10/1/2020,1194.260144
Mozambique,Export,11/1/2020,1359.083292
Mozambique,Export,12/1/2020,1369.521077
Mozambique,Export,1/1/2021,1159.445423
Mozambique,Export,2/1/2021,693.349227
Mozambique,Export,3/1/2021,1396.758758
Namibia,Export,6/1/2020,170.593179
Namibia,Export,7/1/2020,148.190612
Namibia,Export,8/1/2020,135.867105
Namibia,Export,9/1/2020,130.96141
Namibia,Export,10/1/2020,146.530316
Namibia,Export,11/1/2020,152.44553
Namibia,Export,12/1/2020,191.865648
Namibia,Export,1/1/2021,152.896928
Namibia,Export,2/1/2021,110.781509
Namibia,Export,3/1/2021,129.115652
Niger,Export,6/1/2020,189.199906
Niger,Export,7/1/2020,104.477446
Niger,Export,8/1/2020,116.535652
Niger,Export,9/1/2020,115.491517
Niger,Export,10/1/2020,163.186567
Niger,Export,11/1/2020,96.030418
Niger,Export,12/1/2020,142.275578
Niger,Export,1/1/2021,154.382848
Niger,Export,2/1/2021,123.759543
Niger,Export,3/1/2021,145.190085
Nigeria,Export,6/1/2020,9060.99326
Nigeria,Export,7/1/2020,11369.35166
Nigeria,Export,8/1/2020,11388.48874
Nigeria,Export,9/1/2020,10996.99717
Nigeria,Export,10/1/2020,10241.48672
Nigeria,Export,11/1/2020,10971.75266
Nigeria,Export,12/1/2020,13888.84096
Nigeria,Export,1/1/2021,12694.44361
Nigeria,Export,2/1/2021,8111.367652
Nigeria,Export,3/1/2021,8483.608996
Reunion,Export,6/1/2020,117.521535
Reunion,Export,7/1/2020,136.054001
Reunion,Export,8/1/2020,120.002893
Reunion,Export,9/1/2020,146.943937
Reunion,Export,10/1/2020,117.372455
Reunion,Export,11/1/2020,138.860934
Reunion,Export,12/1/2020,132.084463
Reunion,Export,1/1/2021,130.224582
Reunion,Export,2/1/2021,102.016296
Reunion,Export,3/1/2021,111.700917
Rwanda,Export,6/1/2020,175.756394
Rwanda,Export,7/1/2020,186.812636
Rwanda,Export,8/1/2020,176.052163
Rwanda,Export,9/1/2020,197.194578
Rwanda,Export,10/1/2020,163.244721
Rwanda,Export,11/1/2020,184.733105
Rwanda,Export,12/1/2020,155.487797
Rwanda,Export,1/1/2021,166.649935
Rwanda,Export,2/1/2021,123.453842
Rwanda,Export,3/1/2021,266.628874
Sao Tome & Principe,Export,6/1/2020,9.779214
Sao Tome & Principe,Export,7/1/2020,7.856978
Sao Tome & Principe,Export,8/1/2020,9.287313
Sao Tome & Principe,Export,9/1/2020,48.582558
Sao Tome & Principe,Export,10/1/2020,8.478092
Sao Tome & Principe,Export,11/1/2020,7.142916
Sao Tome & Principe,Export,12/1/2020,24.775945
Sao Tome & Principe,Export,1/1/2021,11.212041
Sao Tome & Principe,Export,2/1/2021,4.190165
Sao Tome & Principe,Export,3/1/2021,6.527736
Senegal,Export,6/1/2020,1767.530563
Senegal,Export,7/1/2020,1751.836292
Senegal,Export,8/1/2020,1776.578476
Senegal,Export,9/1/2020,1652.977306
Senegal,Export,10/1/2020,1474.783491
Senegal,Export,11/1/2020,1782.591357
Senegal,Export,12/1/2020,1936.16693
Senegal,Export,1/1/2021,1821.069566
Senegal,Export,2/1/2021,1118.733324
Senegal,Export,3/1/2021,1203.274723
Seychelles,Export,6/1/2020,29.79678
Seychelles,Export,7/1/2020,30.898959
Seychelles,Export,8/1/2020,32.382088
Seychelles,Export,9/1/2020,38.186739
Seychelles,Export,10/1/2020,45.435005
Seychelles,Export,11/1/2020,33.828254
Seychelles,Export,12/1/2020,38.491892
Seychelles,Export,1/1/2021,28.56288
Seychelles,Export,2/1/2021,16.644831
Seychelles,Export,3/1/2021,15.94123
Sierra Leone,Export,6/1/2020,250.896319
Sierra Leone,Export,7/1/2020,203.526224
Sierra Leone,Export,8/1/2020,192.854537
Sierra Leone,Export,9/1/2020,285.161536
Sierra Leone,Export,10/1/2020,273.932608
Sierra Leone,Export,11/1/2020,261.886643
Sierra Leone,Export,12/1/2020,261.223203
Sierra Leone,Export,1/1/2021,214.361153
Sierra Leone,Export,2/1/2021,158.73699
Sierra Leone,Export,3/1/2021,269.574891
Somalia,Export,6/1/2020,585.614877
Somalia,Export,7/1/2020,646.820079
Somalia,Export,8/1/2020,561.184626
Somalia,Export,9/1/2020,532.113365
Somalia,Export,10/1/2020,537.867313
Somalia,Export,11/1/2020,647.921678
Somalia,Export,12/1/2020,593.953444
Somalia,Export,1/1/2021,605.3165
Somalia,Export,2/1/2021,540.963725
Somalia,Export,3/1/2021,334.375017
South Africa,Export,6/1/2020,0.00001
South Africa,Export,7/1/2020,9021.658996
South Africa,Export,8/1/2020,9864.941205
South Africa,Export,9/1/2020,10768.66101
South Africa,Export,10/1/2020,11925.85815
South Africa,Export,11/1/2020,10196.78568
South Africa,Export,12/1/2020,10344.64131
South Africa,Export,1/1/2021,11371.37005
South Africa,Export,2/1/2021,7847.560797
South Africa,Export,3/1/2021,8614.958309
Western Sahara,Export,6/1/2020,0.180426
Western Sahara,Export,7/1/2020,0
Western Sahara,Export,8/1/2020,0.211792
Western Sahara,Export,9/1/2020,0
Western Sahara,Export,10/1/2020,0.340444
Western Sahara,Export,11/1/2020,0.069931
Western Sahara,Export,12/1/2020,0.077014
Western Sahara,Export,1/1/2021,1.353749
Western Sahara,Export,2/1/2021,0
Western Sahara,Export,3/1/2021,0.260667
Sudan,Export,6/1/2020,1329.348507
Sudan,Export,7/1/2020,1643.71816
Sudan,Export,8/1/2020,1643.001686
Sudan,Export,9/1/2020,1321.431234
Sudan,Export,10/1/2020,1288.399685
Sudan,Export,11/1/2020,1601.425262
Sudan,Export,12/1/2020,1669.286107
Sudan,Export,1/1/2021,1488.238815
Sudan,Export,2/1/2021,958.287437
Sudan,Export,3/1/2021,837.034967
Tanzania,Export,6/1/2020,2391.873535
Tanzania,Export,7/1/2020,2857.611596
Tanzania,Export,8/1/2020,3064.015835
Tanzania,Export,9/1/2020,2688.555889
Tanzania,Export,10/1/2020,2603.390996
Tanzania,Export,11/1/2020,3171.766546
Tanzania,Export,12/1/2020,3106.749499
Tanzania,Export,1/1/2021,2847.975545
Tanzania,Export,2/1/2021,1772.457663
Tanzania,Export,3/1/2021,1974.718639
Togo,Export,6/1/2020,1671.667369
Togo,Export,7/1/2020,1809.986924
Togo,Export,8/1/2020,1609.541903
Togo,Export,9/1/2020,1526.449225
Togo,Export,10/1/2020,1548.049403
Togo,Export,11/1/2020,1584.374656
Togo,Export,12/1/2020,1878.964635
Togo,Export,1/1/2021,1821.098797
Togo,Export,2/1/2021,1131.681745
Togo,Export,3/1/2021,1102.759299
Tunisia,Export,6/1/2020,820.827578
Tunisia,Export,7/1/2020,783.715063
Tunisia,Export,8/1/2020,868.016538
Tunisia,Export,9/1/2020,724.736685
Tunisia,Export,10/1/2020,843.307081
Tunisia,Export,11/1/2020,1064.453149
Tunisia,Export,12/1/2020,1178.504467
Tunisia,Export,1/1/2021,1249.714382
Tunisia,Export,2/1/2021,798.021857
Tunisia,Export,3/1/2021,916.281392
Uganda,Export,6/1/2020,427.37213
Uganda,Export,7/1/2020,513.430468
Uganda,Export,8/1/2020,582.226254
Uganda,Export,9/1/2020,569.71741
Uganda,Export,10/1/2020,508.161986
Uganda,Export,11/1/2020,607.252992
Uganda,Export,12/1/2020,545.673755
Uganda,Export,1/1/2021,570.267571
Uganda,Export,2/1/2021,366.46336
Uganda,Export,3/1/2021,340.296623
Burkina Faso,Export,6/1/2020,189.780235
Burkina Faso,Export,7/1/2020,204.615562
Burkina Faso,Export,8/1/2020,177.441271
Burkina Faso,Export,9/1/2020,211.067672
Burkina Faso,Export,10/1/2020,204.891184
Burkina Faso,Export,11/1/2020,230.954626
Burkina Faso,Export,12/1/2020,238.936588
Burkina Faso,Export,1/1/2021,209.919184
Burkina Faso,Export,2/1/2021,156.286436
Burkina Faso,Export,3/1/2021,172.162744
Democratic Republic of Congo,Export,6/1/2020,1181.243927
Democratic Republic of Congo,Export,7/1/2020,1445.671949
Democratic Republic of Congo,Export,8/1/2020,1240.959759
Democratic Republic of Congo,Export,9/1/2020,1645.556929
Democratic Republic of Congo,Export,10/1/2020,1248.228535
Democratic Republic of Congo,Export,11/1/2020,1443.200767
Democratic Republic of Congo,Export,12/1/2020,1335.90097
Democratic Republic of Congo,Export,1/1/2021,1529.698656
Democratic Republic of Congo,Export,2/1/2021,1050.686601
Democratic Republic of Congo,Export,3/1/2021,1234.4179
Zambia,Export,6/1/2020,585.902519
Zambia,Export,7/1/2020,390.255616
Zambia,Export,8/1/2020,342.894332
Zambia,Export,9/1/2020,360.381554
Zambia,Export,10/1/2020,338.320635
Zambia,Export,11/1/2020,353.793751
Zambia,Export,12/1/2020,360.250528
Zambia,Export,1/1/2021,366.747542
Zambia,Export,2/1/2021,280.203246
Zambia,Export,3/1/2021,303.171944
Zimbabwe,Export,6/1/2020,364.358859
Zimbabwe,Export,7/1/2020,282.91156
Zimbabwe,Export,8/1/2020,296.848613
Zimbabwe,Export,9/1/2020,311.38769
Zimbabwe,Export,10/1/2020,338.753744
Zimbabwe,Export,11/1/2020,506.93858
Zimbabwe,Export,12/1/2020,549.278296
Zimbabwe,Export,1/1/2021,361.717588
Zimbabwe,Export,2/1/2021,382.614832
Zimbabwe,Export,3/1/2021,416.32809
Lesotho,Export,6/1/2020,33.32457
Lesotho,Export,7/1/2020,36.135116
Lesotho,Export,8/1/2020,28.521729
Lesotho,Export,9/1/2020,34.587608
Lesotho,Export,10/1/2020,63.022556
Lesotho,Export,11/1/2020,36.622736
Lesotho,Export,12/1/2020,42.448261
Lesotho,Export,1/1/2021,52.714991
Lesotho,Export,2/1/2021,39.538481
Lesotho,Export,3/1/2021,32.27357
Melilla,Export,6/1/2020,0.00051
Melilla,Export,7/1/2020,2.125274
Melilla,Export,8/1/2020,0.000142
Melilla,Export,9/1/2020,0
Melilla,Export,10/1/2020,0
Melilla,Export,11/1/2020,0.077596
Melilla,Export,12/1/2020,0
Melilla,Export,1/1/2021,0.002028
Melilla,Export,2/1/2021,0
Melilla,Export,3/1/2021,0
Swaziland,Export,6/1/2020,19.400317
Swaziland,Export,7/1/2020,33.436335
Swaziland,Export,8/1/2020,33.148661
Swaziland,Export,9/1/2020,21.181126
Swaziland,Export,10/1/2020,36.152442
Swaziland,Export,11/1/2020,25.376164
Swaziland,Export,12/1/2020,20.792759
Swaziland,Export,1/1/2021,27.03279
Swaziland,Export,2/1/2021,24.265437
Swaziland,Export,3/1/2021,23.150504
Eritrea,Export,6/1/2020,65.126051
Eritrea,Export,7/1/2020,17.83631
Eritrea,Export,8/1/2020,41.002054
Eritrea,Export,9/1/2020,34.051901
Eritrea,Export,10/1/2020,21.45078
Eritrea,Export,11/1/2020,21.574021
Eritrea,Export,12/1/2020,35.350769
Eritrea,Export,1/1/2021,81.05184
Eritrea,Export,2/1/2021,29.551848
Eritrea,Export,3/1/2021,20.259421
Mayotte,Export,6/1/2020,31.199963
Mayotte,Export,7/1/2020,41.567482
Mayotte,Export,8/1/2020,34.998221
Mayotte,Export,9/1/2020,36.397546
Mayotte,Export,10/1/2020,33.457079
Mayotte,Export,11/1/2020,41.378368
Mayotte,Export,12/1/2020,50.693562
Mayotte,Export,1/1/2021,35.948633
Mayotte,Export,2/1/2021,32.782976
Mayotte,Export,3/1/2021,27.541486
South Sudan,Export,6/1/2020,115.33627
South Sudan,Export,7/1/2020,54.921451
South Sudan,Export,8/1/2020,69.952515
South Sudan,Export,9/1/2020,231.852521
South Sudan,Export,10/1/2020,68.699635
South Sudan,Export,11/1/2020,127.322003
South Sudan,Export,12/1/2020,149.325926
South Sudan,Export,1/1/2021,78.117042
South Sudan,Export,2/1/2021,48.165999
South Sudan,Export,3/1/2021,70.471999
Other,Export,6/1/2020,0.018777
Other,Export,7/1/2020,0.154059
Other,Export,8/1/2020,6.12687
Other,Export,9/1/2020,0.030179
Other,Export,10/1/2020,2.589219
Other,Export,11/1/2020,3.464259
Other,Export,12/1/2020,2.563004
Other,Export,1/1/2021,2.160442
Other,Export,2/1/2021,0.141043
Other,Export,3/1/2021,0.437603
Belgium,Export,6/1/2020,12110.54688
Belgium,Export,7/1/2020,14561.29314
Belgium,Export,8/1/2020,13116.20836
Belgium,Export,9/1/2020,13132.114
Belgium,Export,10/1/2020,11526.93622
Belgium,Export,11/1/2020,14888.96268
Belgium,Export,12/1/2020,15640.26631
Belgium,Export,1/1/2021,15505.79904
Belgium,Export,2/1/2021,11359.70233
Belgium,Export,3/1/2021,13591.99055
Denmark,Export,6/1/2020,5281.064693
Denmark,Export,7/1/2020,5052.110263
Denmark,Export,8/1/2020,5350.603188
Denmark,Export,9/1/2020,4163.516874
Denmark,Export,10/1/2020,3794.642917
Denmark,Export,11/1/2020,4536.57248
Denmark,Export,12/1/2020,5289.019889
Denmark,Export,1/1/2021,4909.909018
Denmark,Export,2/1/2021,4225.154623
Denmark,Export,3/1/2021,4669.064843
United Kingdom,Export,6/1/2020,0.00001
United Kingdom,Export,7/1/2020,55324.0666
United Kingdom,Export,8/1/2020,58460.03897
United Kingdom,Export,9/1/2020,51209.82626
United Kingdom,Export,10/1/2020,48440.73532
United Kingdom,Export,11/1/2020,51919.53762
United Kingdom,Export,12/1/2020,52716.40703
United Kingdom,Export,1/1/2021,41486.77359
United Kingdom,Export,2/1/2021,38530.33958
United Kingdom,Export,3/1/2021,41277.38204
Germany,Export,6/1/2020,0.00001
Germany,Export,7/1/2020,58096.1502
Germany,Export,8/1/2020,53494.04549
Germany,Export,9/1/2020,49142.97094
Germany,Export,10/1/2020,49336.3613
Germany,Export,11/1/2020,56531.00991
Germany,Export,12/1/2020,62612.59839
Germany,Export,1/1/2021,58748.37228
Germany,Export,2/1/2021,48725.97069
Germany,Export,3/1/2021,51816.83559
France,Export,6/1/2020,0.00001
France,Export,7/1/2020,24501.99193
France,Export,8/1/2020,24717.64739
France,Export,9/1/2020,23742.4253
France,Export,10/1/2020,20434.31424
France,Export,11/1/2020,21562.91887
France,Export,12/1/2020,27091.52764
France,Export,1/1/2021,23151.65988
France,Export,2/1/2021,20151.80845
France,Export,3/1/2021,20830.74359
Ireland,Export,6/1/2020,3113.842858
Ireland,Export,7/1/2020,2792.228531
Ireland,Export,8/1/2020,2409.519426
Ireland,Export,9/1/2020,2540.614364
Ireland,Export,10/1/2020,2334.69856
Ireland,Export,11/1/2020,2399.241538
Ireland,Export,12/1/2020,3052.082899
Ireland,Export,1/1/2021,2672.556782
Ireland,Export,2/1/2021,1991.7806
Ireland,Export,3/1/2021,1996.89746
Italy,Export,6/1/2020,0.00001
Italy,Export,7/1/2020,23225.97358
Italy,Export,8/1/2020,19546.28969
Italy,Export,9/1/2020,19677.54737
Italy,Export,10/1/2020,19204.29747
Italy,Export,11/1/2020,19985.56941
Italy,Export,12/1/2020,22436.18521
Italy,Export,1/1/2021,22706.13689
Italy,Export,2/1/2021,18364.26954
Italy,Export,3/1/2021,19102.21884
Luxembourg,Export,6/1/2020,330.035428
Luxembourg,Export,7/1/2020,500.415985
Luxembourg,Export,8/1/2020,339.18356
Luxembourg,Export,9/1/2020,331.979884
Luxembourg,Export,10/1/2020,790.976178
Luxembourg,Export,11/1/2020,741.724769
Luxembourg,Export,12/1/2020,746.111448
Luxembourg,Export,1/1/2021,916.837547
Luxembourg,Export,2/1/2021,1203.059465
Luxembourg,Export,3/1/2021,952.104152
Netherlands,Export,6/1/2020,0.00001
Netherlands,Export,7/1/2020,53568.90426
Netherlands,Export,8/1/2020,48921.7561
Netherlands,Export,9/1/2020,48486.14575
Netherlands,Export,10/1/2020,47678.27248
Netherlands,Export,11/1/2020,55140.06187
Netherlands,Export,12/1/2020,56565.74605
Netherlands,Export,1/1/2021,50965.66915
Netherlands,Export,2/1/2021,44433.08931
Netherlands,Export,3/1/2021,49152.19302
Greece,Export,6/1/2020,4786.522135
Greece,Export,7/1/2020,5248.041248
Greece,Export,8/1/2020,4869.990467
Greece,Export,9/1/2020,4298.614529
Greece,Export,10/1/2020,3433.981964
Greece,Export,11/1/2020,4263.303178
Greece,Export,12/1/2020,5600.105826
Greece,Export,1/1/2021,4967.629646
Greece,Export,2/1/2021,4193.558041
Greece,Export,3/1/2021,3703.060608
Portugal,Export,6/1/2020,2491.889522
Portugal,Export,7/1/2020,2589.135275
Portugal,Export,8/1/2020,2851.308589
Portugal,Export,9/1/2020,2630.392358
Portugal,Export,10/1/2020,2238.38511
Portugal,Export,11/1/2020,2565.378797
Portugal,Export,12/1/2020,2780.853032
Portugal,Export,1/1/2021,2403.731552
Portugal,Export,2/1/2021,2201.887249
Portugal,Export,3/1/2021,2597.577316
Spain,Export,6/1/2020,17010.78007
Spain,Export,7/1/2020,17312.50257
Spain,Export,8/1/2020,18210.08925
Spain,Export,9/1/2020,17714.55302
Spain,Export,10/1/2020,17073.78118
Spain,Export,11/1/2020,16872.33892
Spain,Export,12/1/2020,18588.41506
Spain,Export,1/1/2021,18604.08144
Spain,Export,2/1/2021,14799.82288
Spain,Export,3/1/2021,15286.57571
Albania,Export,6/1/2020,450.128807
Albania,Export,7/1/2020,418.566113
Albania,Export,8/1/2020,352.485024
Albania,Export,9/1/2020,361.082501
Albania,Export,10/1/2020,312.78144
Albania,Export,11/1/2020,347.578125
Albania,Export,12/1/2020,294.001826
Albania,Export,1/1/2021,297.050925
Albania,Export,2/1/2021,208.29005
Albania,Export,3/1/2021,291.863156
Andorra,Export,6/1/2020,1.378387
Andorra,Export,7/1/2020,2.49905
Andorra,Export,8/1/2020,1.703286
Andorra,Export,9/1/2020,1.397083
Andorra,Export,10/1/2020,1.04141
Andorra,Export,11/1/2020,0.448192
Andorra,Export,12/1/2020,1.729461
Andorra,Export,1/1/2021,3.769148
Andorra,Export,2/1/2021,1.844393
Andorra,Export,3/1/2021,1.194398
Austria,Export,6/1/2020,2032.186591
Austria,Export,7/1/2020,1861.817804
Austria,Export,8/1/2020,2040.259965
Austria,Export,9/1/2020,1936.772023
Austria,Export,10/1/2020,1876.845192
Austria,Export,11/1/2020,2139.491791
Austria,Export,12/1/2020,2128.013277
Austria,Export,1/1/2021,2282.217445
Austria,Export,2/1/2021,2269.331362
Austria,Export,3/1/2021,3015.641701
Bulgaria,Export,6/1/2020,844.206735
Bulgaria,Export,7/1/2020,938.027911
Bulgaria,Export,8/1/2020,971.266372
Bulgaria,Export,9/1/2020,964.679146
Bulgaria,Export,10/1/2020,931.120487
Bulgaria,Export,11/1/2020,1087.61339
Bulgaria,Export,12/1/2020,1048.55146
Bulgaria,Export,1/1/2021,1073.347207
Bulgaria,Export,2/1/2021,817.090521
Bulgaria,Export,3/1/2021,825.131498
Finland,Export,6/1/2020,2092.898368
Finland,Export,7/1/2020,2065.917847
Finland,Export,8/1/2020,1737.538658
Finland,Export,9/1/2020,1620.953362
Finland,Export,10/1/2020,1468.210973
Finland,Export,11/1/2020,1568.297753
Finland,Export,12/1/2020,1825.379917
Finland,Export,1/1/2021,1774.461778
Finland,Export,2/1/2021,1572.395593
Finland,Export,3/1/2021,1746.770726
Gibraltar,Export,6/1/2020,0.768816
Gibraltar,Export,7/1/2020,0.921667
Gibraltar,Export,8/1/2020,3.160882
Gibraltar,Export,9/1/2020,0.511266
Gibraltar,Export,10/1/2020,0.850458
Gibraltar,Export,11/1/2020,3.264028
Gibraltar,Export,12/1/2020,2.233732
Gibraltar,Export,1/1/2021,1.802715
Gibraltar,Export,2/1/2021,2.909538
Gibraltar,Export,3/1/2021,2.234685
Hungary,Export,6/1/2020,5286.951992
Hungary,Export,7/1/2020,5005.771112
Hungary,Export,8/1/2020,4255.479315
Hungary,Export,9/1/2020,4544.368045
Hungary,Export,10/1/2020,4233.211651
Hungary,Export,11/1/2020,4382.735133
Hungary,Export,12/1/2020,4192.74269
Hungary,Export,1/1/2021,5220.797261
Hungary,Export,2/1/2021,5085.689049
Hungary,Export,3/1/2021,5140.13127
Iceland,Export,6/1/2020,55.115375
Iceland,Export,7/1/2020,61.104038
Iceland,Export,8/1/2020,67.392024
Iceland,Export,9/1/2020,68.052665
Iceland,Export,10/1/2020,55.698448
Iceland,Export,11/1/2020,62.280592
Iceland,Export,12/1/2020,56.790955
Iceland,Export,1/1/2021,54.949364
Iceland,Export,2/1/2021,81.925731
Iceland,Export,3/1/2021,58.116114
Liechtenstein,Export,6/1/2020,21.430397
Liechtenstein,Export,7/1/2020,22.229913
Liechtenstein,Export,8/1/2020,23.976553
Liechtenstein,Export,9/1/2020,32.222361
Liechtenstein,Export,10/1/2020,31.379221
Liechtenstein,Export,11/1/2020,34.8333
Liechtenstein,Export,12/1/2020,32.676684
Liechtenstein,Export,1/1/2021,21.937991
Liechtenstein,Export,2/1/2021,31.611263
Liechtenstein,Export,3/1/2021,36.726963
Malta,Export,6/1/2020,1502.227895
Malta,Export,7/1/2020,981.134282
Malta,Export,8/1/2020,958.05359
Malta,Export,9/1/2020,705.611834
Malta,Export,10/1/2020,531.706108
Malta,Export,11/1/2020,699.237754
Malta,Export,12/1/2020,1070.671985
Malta,Export,1/1/2021,993.497662
