1995,5273.93106,151.62,93.197,54.03093,49.85998,17.22375,28.98612,20.05161,37.53772,15.94731,9.77513,25.09651,20.16917,,24.00632,12.31,6.18323,9.7583,9.451,5.30769,,,,,,8.76928,14.219,1.79907,10.00734,,,,,,68.26485,64.50933,34.98536,15.2962,11.30148,12.58096,16.05672,10.06837,5.76954,11.39727,17.54063,8.59571,9.85872,11.66981,36.30068,22.88708,11.65985,3.80232,8.53736,5.14822,9.58996,4.67401,39.35495,17.77043,7.83019,3.975,5.67649,44.07726,4.73637,9.54429,3.28626,12.00615,5.95766,,251.808,57.64586,76.11135,41.0739,36.97,90.31127,46.65291,15.51626,27.70664,32.40721,60.50218,28.58627,,,76.20055,63.76278,40.35891,32.12716,22.73113,41.12082,34.08281,11.44684,7.34927,40.82316,,16.75816,10.192,9.52,8.44,8.029,7.23,4.448,16.591,4.096,14.885,17.038,10.946,,12.06,11.005,4.299,12.068,46.41433,25.05488,13.36822,17.42744,51.89576,22.66764,15.7142,,,24.00781,5.41052,5.40068,14.30763,4.9065,3.15863,,,,,,48.15192,64.20308,40.4541,16.959,21.2,57.57,53,36.818,20.515,33.672,11.445,6.915,31.176,18.43887,,,,38.98885,12.33449,24.50457,18.8745,18.91315,5.47873,21.03025,22.8059,12.2497,12.60498,8.60338,9.27341,30.66008,,,,,60.691,7.06442,14.1511,21.70562,33.79907,7.65305,,20.9977,,,,7.79391,32.04072,17.59629,13.88078,19.73168,15.44654,19.9,21.75817,3.35895,13.76298,12.73279,15.31793,,,124.30697,14.46335,84.24833,19.9099,26.17763,54.58907,37.93935,28.26626,29.68766,24.16617,23.04263,12.75285,7.70694,6.08419,10.47352,12.57693,20.56273,15.52142,10.13097,20.96938,12.91677,23.58085,17.764,17.80326,8.6274,8.826,2.92649,8.689,5.36621,15.60752,7.713,,9.88902,5.93054,,9.37711,2.10771,,113.06,64.72632,9.42629,8.09314,10.06013,16.1656,20.00258,7.29163,8.23496,18.53613,17.57751,10.27739,,,,,,,,11.771,5.01631,,,,,32.97414,,19.27338,,,,,,,,,,,,33.0345,2.54688,11.06092,15.05354,11.56837,,,,,,21.451,1.39384,2.77977,4.87846,5.62107,,,,,,,,5.04689,,5.93437,2.97917,,,,17.89782,6.96344,,
1996,6361.46686,181.94,112.193,65.64068,60.728,20.10365,38.07283,25.61207,46.04259,19.3714,12.23426,31.61855,24.56182,20.72248,29.17832,14.54879,7.86766,12.37,11.55478,6.46423,,,,,,11.37346,17.50012,2.16259,12.50453,,,,,,77.18047,73.30704,39.50424,16.84186,11.1692,14.02102,16.59074,11.44586,6.35813,13.23833,20.01673,9.88505,10.49758,12.6246,48.82217,26.95549,13.2823,4.48348,10.2688,6.11699,11.92582,5.98064,63.73925,21.98581,8.95424,4.53685,6.79044,49.19572,5.24807,10.93056,3.9517,14.14726,6.95933,,298.075,67.48997,87.00081,50.00445,43.11541,100.21368,53.04243,21.02004,17.32288,38.12003,35.11492,33.51073,29.36454,12.48807,90.66133,79.58607,51.00892,38.16972,26.79177,51.37087,42.49552,13.02175,8.25827,48.65936,,21.15886,13.20637,13.74934,10.63871,10.93304,8.5502,5.19461,20.51207,5.73125,20.04029,38.94328,,,,,,,57.5581,30.84808,15.25679,19.58191,62.90105,29.95873,18.80653,15.08756,,30.10215,6.47544,6.51836,17.00533,5.00953,3.57655,,,,,,61.188,71.02,46.9,20.4,23.641,65.031,63,43.219,26.038,40.712,13.832,8.43,37.255,22.33489,,,,50.44902,15.5015,29.27564,23.71639,21.34862,6.66755,26.46752,23.62853,14.85335,17.07094,11.00015,11.37323,37.53541,,,,,78.21325,11.53179,15.71601,28.13983,39.92212,10.02957,24.67807,26.06778,,26.84944,,10.30262,40.00701,21.46651,16.991,23.92318,18.27262,24.57283,26.91415,4.19772,15.07776,15.13806,18.70954,,,144.49358,16.04117,104.84421,20.73203,31.36629,63.74395,42.9137,32.12148,35.06907,27.18412,28.8612,13.02027,9.27795,6.86107,11.74964,13.48576,24.51106,18.11476,13.02027,25.4274,14.61823,26.71991,17.875,22.31091,9.65462,9.162,3.66597,9.782,10.826,16.8343,8.918,,10.87672,7.22294,,9.88686,2.13166,,132.64,77.22699,11.19737,8.94596,12.23857,18.96002,23.8482,8.13868,9.4959,21.51484,19.46273,11.58076,,,,,,,,17.01512,5.67681,,,,,43.02723,,23.62274,,,,,,,,,,,,41.04259,3.05467,12.65307,17.27802,13.00873,,11.45271,,,,23.025,1.39685,3.23096,5.50873,6.71198,,,,,,,,5.41336,,6.72066,3.59179,,,,20.07266,7.85298,,
1997,6931.76059,211.81,126.463,78.13998,71.08752,23.07143,44.11249,29.08907,54.5086,21.72573,14.18522,36.94603,28.2073,24.24187,31.036,15.56877,8.80765,13.84,12.71344,7.50216,,,,,,12.8013,19.48881,2.61888,14.11459,,,,,,85.11268,82.9,43.60287,19.28821,11.49,15.18644,17.96389,12.54525,6.2731,14.51,22.5967,10.41787,9.30988,14.07944,54.12214,28.6819,14.80047,4.91164,11.46012,6.72838,11.77356,6.06433,74.62006,25.63559,10.08181,5.56378,7.5213,58.3946,5.87172,11.92162,4.43583,15.68407,7.66801,,346.528,75.50549,96.00128,51.5018,47.01069,113.25941,57.74733,23.85282,19.65801,42.1476,37.66734,36.05427,31.77639,14.46946,103.63299,89.74306,60.58218,41.9746,29.6165,59.45503,46.19568,13.34083,8.91533,50.90663,,24.89887,16.49423,16.25911,12.3,12.35224,9.38827,5.80129,25.22,6.75571,24.10482,45.93911,,,,,,,68.73322,37.18162,14.00882,20.9177,74.62783,36.85213,20.61769,17.00568,,36,7.34987,7.4507,19.28,5.22111,3.95,,,,,,73.17,79.77025,49.88,21.4116,27,72.5,71.8,48.057,31.352,47.759,15.713,9.45175,42.682,26.78664,,,,57.44045,17.571,33.50102,22.57818,21.75825,6.99629,24.69749,24.63681,16.5025,22.20949,12.60487,13.09258,43.9028,22.48588,,,,91.23256,13.83989,16.53804,33.96355,46.20747,10.08426,28.87921,29.88623,31.64749,31.59103,,12.16161,48.28691,23.97033,18.75,26.43541,20.46973,27.95623,28.31623,4.75513,17.30754,18.95096,21.38027,19.00695,,164.62567,17.3332,129.74208,23.51974,37.35241,72.45687,45.78679,34.85591,39.59962,33.10964,32.28699,14.43303,10.32576,7.54919,12.64759,13.95869,29.47037,22.09508,15.14713,30.9855,15.57306,30.44914,20.107,24.7305,10.72139,9.533,4.46414,10.958,11.158,17.35057,9.714,,12.28386,7.97346,,10.45806,2.21084,,152.526,87.54888,12.60065,9.85476,14.33873,21.51754,27.51501,8.54992,10.45339,24.95789,12.18879,13.46856,,15.10914,,,,,,19.75101,6.33885,19.3973,,,,48.73321,18.37703,,,,,,,0.69,,,,,,50.05543,3.40309,15.01453,18.38545,14.09854,6.79634,12.25011,,,,24.368,1.61659,3.125,5.9003,6.1192,,,,,,,,6.04771,,7.54963,3.93892,,,,21.69045,9.4371,,
1998,7708.8643,243.91,137.46,84.58583,78.11579,24.94997,47.92422,32.01335,59.395,22.83239,16.02771,40.29868,31.02302,26.62401,32.30836,17.09372,9.39397,15.1643,14.00327,8.29593,,,,,,14.30164,20.72078,3.06057,14.76518,,,,,,93.88146,92.62684,48.26739,19.37182,12.18941,15.77914,18.65499,14.22974,6.84545,14.63721,23.14004,11.29961,9.10275,15.07455,60.90527,33.07965,15.78395,5.57866,12.3215,7.38504,13.59904,5.87551,81.61672,26.26261,10.77819,6.26128,8.24068,61.159,6.5433,13.038,4.92488,18.56215,7.86647,,383.1,82.51263,105.2008,55.51461,50.45974,125.00133,62.44917,26.46654,21.97767,46.46832,40.15906,39.05572,34.20817,16.54626,113.48899,97.34402,67.71891,44.50356,32.45411,65.12592,48.44853,14.08255,9.35639,55.46349,,27.04736,18.67609,17.60829,12.4,11.71143,9.42207,6.43624,24.79773,7.25483,23.00247,38.16091,18.72,,,,,,77.666,41.80644,15.92846,22.43997,86.38794,43.32983,20.88527,18.94625,,38.00104,8.12568,8.39792,17.045,5.65987,3.891,,,,,,82.116,88.83973,53.6,23.37446,28.025,74,77.4,51.551,34.434,53.07,17.5,10.632,45.882,30.53363,23.539,,,62.03185,18.85971,36.48262,23.90078,22.12881,7.32335,25.60521,25.08236,17.05816,24.2919,13.66115,14.48007,46.58731,24.05946,22.8848,,,101.5888,16.05195,18.17257,37.76284,48.88573,10.93297,30.95303,33.70203,32.46633,34.64035,,13.24908,54.28509,26.32238,20.0084,30.00134,22.06726,30.6442,30.36528,5.08095,18.37139,21.04741,23.09037,20.24805,,184.16052,18.21372,153.47272,26.35,42.31779,78.2562,48.18765,35.9314,42.74942,36.1989,35.60062,15.23039,11.80978,7.93666,14.1652,13.68604,35.55119,24.90318,17.00933,36.1122,16.39954,33.95532,21.686,25.96387,11.20049,10.26208,4.90423,11.823,11.366,18.74002,10.608,,13.00306,8.68875,,11.02761,2.39934,,162.242,96.18871,13.61893,10.49112,15.601,23.28062,30.86626,8.45057,10.9538,12.59093,13.17615,14.68328,,16.81675,11.70911,,,,,21.95496,6.83514,21.62572,,,,54.4786,19.34154,32.53364,,,,,,0.8,,,,,,55.71501,3.70748,16.8308,19.98952,15.1799,7.68192,12.84856,,,,25.95092,1.6045,3.01102,6.52408,7.22019,,,,,,,,6.69345,,8.09834,4.22873,7.16528,,,23.2,9.06581,,
1999,8176.7736,275.98,150.095,90.83677,83.25611,26.29975,49.69986,33.93337,63.65742,22.95098,15.85321,42.25325,33.24707,27.92124,33.26763,15.69588,9.09487,15.354,13.3603,7.69498,,,,,,15.64299,21.40579,3.38519,15.39264,13.4595,,,,,101.31885,100.30806,52.49721,20.57915,13.32939,16.60695,18.67279,15.45225,6.44568,15.47268,25.15475,11.85487,8.60804,15.17184,70.70473,35.20901,16.4402,6.10594,13.04049,7.84468,14.81995,7.00595,88.328,26.83433,11.81365,6.29391,8.19887,71.2937,6.76912,13.27702,5.29811,19.11618,7.55324,,422.23,89.94202,113.80111,60.00327,53.87217,135.84312,67.04393,28.49626,25.27188,50.024,42.69748,41.65149,36.89193,18.20013,122.52795,104.17362,73.3188,47.18859,34.26184,70.50648,50.00345,14.74938,10.13672,60.5003,,29.44484,19.31721,18.02529,12.5801,12.36502,9.87706,6.85354,24.82255,7.78711,24.35104,35.05614,19.75034,20.84849,17.91815,,,,82.7385,45.82928,17.60444,23.98875,95.1834,48.70732,21.49324,20.78099,,39.9802,8.76154,9.19901,19.19469,5.9975,4.20336,25.05231,,,,,88.13156,99.283,56.8,22.71258,28.954,80.066,64.73,53,35.631,50.08,18.562,9.91,50.159,31.2,25.365,,,64.08491,19.91607,37.74544,24.94817,23.12626,7.7025,26.32148,21.17325,21.79107,25.91992,14.69191,15.20925,48.4938,26.01554,23.89627,,,108.56837,18.00312,16.74498,34.61031,39.15925,9.17709,22.9846,27.24736,27.91174,30.41404,12.25046,,58.8436,28.09966,21.3381,32.52363,23.54781,33.12443,31.9384,5.48323,19.27356,23.13984,24.38451,21.02492,18.74071,205.67383,19.6651,180.40176,28.66141,45.459,83.37935,51.46937,37.9735,45.72196,39.23948,39.23696,16.15402,13.29952,8.54599,15.37796,14.4358,41.2837,27.2675,18.37378,38.35917,17.20537,35.69886,22.837,27.83155,11.57764,10.763,5.20544,12.286,11.538,19.11475,11.202,,13.77519,8.74873,,11.84626,2.56102,,168.781,104.49059,14.29004,10.83057,16.20138,24.34517,31.05223,8.49752,11.07617,13.31242,14.04103,15.85377,,17.86385,11.69266,17.66371,,,,23.75921,7.45294,22.59573,,,,59.18911,20.01594,29.41452,,,,,,3.355,,,,,,61.37007,3.88113,18.27659,20.81979,15.21913,8.1248,13.55178,6.23133,,,27.52498,1.68848,3.12876,7.18506,7.36297,,,,,,,,7.31621,,8.75462,4.4388,7.85,,,24.87769,10.19903,,
2000,9409.29085,327.78,170.188,96.25186,91.50473,26.01254,54.23546,37.03839,70.22238,24.39319,16.30258,46.13449,36.88199,29.85606,39.90686,17.01829,9.47094,17.02026,14.45381,8.35279,13.83729,17.18452,8.34199,17.11008,,17.91495,22.83658,3.82203,16.08131,14.87879,,,,,106.69908,106.2,58.12213,23.22075,15.83175,17.28908,19.58541,17.08299,6.50531,17.2071,29.90604,12.65064,8.20179,16.03422,80.32,40.11802,15.65766,6.71146,14.2269,8.501,15.57777,7.32589,97.99,28.25549,12.44084,6.3273,8.40736,102.93517,7.26206,14.64021,5.62078,20.76558,7.65648,31.52672,481.215,107.354,117.6543,61.63,60.06573,154.06798,72.05859,24.907,29.10502,52.948,47.212,42.325,40.52459,20.065,139.56746,114.457,82.20172,52.403,32.52261,71.68454,50.93495,15.52321,12.15702,61.331,13.67613,36.916,25.66,16.366,13.28,17.315,10.30177,7.571,24.296,7.973,21.78552,20.887,17.881,19.02267,17.862,15.37,6.005,15.197,87.63866,50.18706,19.84502,25.49813,104.50813,47.73573,22.27808,22.66848,21.87279,43.51022,9.52653,9.94865,21.307,6.49408,5.39487,26.61989,15.5898,18.558,12.5142,17.3431,94.41315,118.314,64.22,24.88058,39.875,87.959,71.456,57.844,39.64,56.08914,20.95045,11.04,55.23,36,28.083,27,20.85914,73.80243,22.62409,42.2764,27.15029,25.60095,8.53405,28.08535,22.85547,20.39449,29.13482,16.42624,16.86397,51.96645,28.50119,26.10514,34.14728,28.00835,120.684,18.241,18.012,37.94924,41.52925,9.05531,24.82213,26.25108,30.15435,32.03296,13.30699,12.01067,72.08461,29.14191,22.47749,35.30805,25.15953,36.404,34.97961,6.03722,19.36084,25.02714,26.21423,21.04552,16.85355,250.55794,19.27224,221.92015,33.59192,45.01598,105.0378,50.46565,37.38104,41.73624,24.97779,43.91944239,18.05048,12.8494254,8.72194,16.01958372,15.79174949,82.1139,34.54360831,17.78725,31.10869,13.77000037,37.79364,25.156,30.24924,12.70786,11.367,5.50339,13.125,12.081,19.96395,11.95,,14.13932,9.89469,,13.36153,2.95398,,182.206,115.67929,15.19624,11.45225,16.54956,26.00749,31.78849,8.62872,11.80249,14.48017,14.60203,17.67797,12.47982,20.06572,12.64707,18.78429,7.39362,8.40097,9.01878,26.4811,8.15053,19.921,5.84571,,,63.61308,21.3117,29.45531,7.04255,,,,,2,,,,,,64.613,3.455,19.534,23.446,16.547,13.063,11.923,10.505,7.48,5.547,30.94316,1.79307,3.50746,7.70319,8.11094,,,,,,4.315,,9.20131,,9.5026,5.05034,9.17834,,,27.5,13.85868,,
2001,10392.58555,386.15,191.909,105.55803,100.64571,28.26906,59.16767,40.63406,74.73056,25.80246,18.24136,48.72054,41.34429,,45.47413,19.02003,10.04012,18.4592,15.80261,8.53543,14.89973,19.35,8.4354,19.24352,,21.11188,24.85728,4.39207,17.96219,17.37214,17.18362,16.78481,,,117.40239,117.39,64.15123,25.79196,17.7309,18.65795,21.64675,19.23362,7.03271,18.06211,30.08647,13.78909,9.28439,18.40493,92.89,44.64432,17.94311,6.37016,15.8051,9.36096,17.80141,8.33,109.22,30.11998,13.6344,6.97139,9.22687,107.78546,7.85572,16.42411,6.14451,22.85937,8.24628,33.95907,525.766,121.851,132.8649,68.149,67.29008,176.02795,78.96123,26.929,32.90168,60.3233,50.031,46.684,44.99734,22.316,158.29368,127.875,92.43037,58.673,36.29457,78.80179,56.24178,17.43446,13.43755,68.08,15.89669,42.398,21.87703,17.16516,13.48558,13.81549,10.7376,8.01435,26.4143,8.82945,26.53988,20.05501,19.32239,20.52484,18.061,16.40174,6.19052,16.89098,94.32352,55.83268,22.01347,27.20804,112.50986,52.38905,24.08847,23.42689,23.62256,48.56173,10.42566,10.84502,23.26245,7.295,5.88195,28.45752,16.48891,20.4074,13.562,19.08609,105.79155,134.998,70.209,27.68,42.372,97.95,80.2,65.002,44.802,62.71016,23.421,12.536,61.79,40.743,31.854,30.65,22.572,82.81974,25.23545,46.51893,29.53438,27.98274,9.4824,30.86886,25.66587,21.94533,32.61883,18.23247,18.11926,57.62789,31.8378,26.368,37.34029,30.56202,133.54,20.818,20.343,41.03443,45.02,10.139,27.122,28.78,33,34.30456,14.477,12.964,81.85333,32.26716,23.82813,38.62195,24.32092,40.6965,39.85929,6.67147,21.00108,25.71121,24.92887,21.41565,18.00628,285.79151,21.91864,252.29474,37.29815,46.37544,118.91904,53.45988,40.06426,54.01839,26.796,48.03938,18.95468,13.9857,9.72821,17.43278,16.77135,99.34806,40.43816,20.51118,31.9835,18.01652,41.81684136,28.368,33.25344,13.90514,12.34378,6.00308,14.255,13.235,21.3905,12.837,,14.53089052,10.9207,,14.56452,3.18613,,201.459,132.20544,16.43332,12.41647,17.79648,28.60074,33.00864,8.78912,12.82343,16.04308,16.10762,20.009,13.49,22.93905,13.85407,20.53982,8.10416,8.64925,9.70809,30.2747,9.05076,21.836,6.35033,,,67.63684,23.18489,27.1385,7.5864,10.80796,,,,1.88,,,,,,73.486,3.708,22.188,25.708,18.145,15.833,12.932,12.931,8.074,5.889,34.87465,2.06425,4.00569,8.41841,8.85618,7.05247,,,,,4.728,,10.44875,,10.48208,5.52472,10.1,,,31.5,16.75526,,
2002,11683.02027,452.57,215.076,116.46487,110.22878,31.16334,65.31664,43.94074,82.34564,27.83715,20.0011,53.13289,45.99763,34.89205,50.73073,21.83851,10.91737,20.6016,17.20312,10.03957,17.0141,23.05186,9.34096,22.39068,,31.67,33.30196,5.13994,20.54143,20.30653,20.47691,19.036,,,132.60183,133.4,70.89643,28.01795,19.34967,20.26475,24.28663,21.76304,8.52089,20.19508,30.20112,15.18136,10.26199,20.60788,106.08,51.50813,19.99885,6.9707,17.41323,10.03247,19.52528,10.20181,119.88,33.3051,14.91194,7.68841,10.05654,103.0715,8.53472,18.47101,6.96552,24.24485,8.95727,32.02128,579.502,138.514,153.4133,74.934,76.06035,208.03673,86.51791,29.684,37.50195,67.32616,54.428,51.346,50.46038,24.703,179.89565,145.334,105.2353,67.765,39.70651,88.60602,63.74144,19.8412,15.7301,78.285,18.51028,50.067,24.55133,19.01881,15.21178,15.45927,11.81038,8.84156,28.52141,9.67473,28.08265,20.97706,20.74129,22.27315,19.6226,17.24566,6.69749,18.25966,101.1691,64.8357,23.2075,28.65663,122.30562,53.4697,25.49835,25.7858,24.40598,55.23746,11.62452,12.04051,26.33549,8.9966,6.56671,30.91679,18,22.14287,14.92,21.85,119.01167,155.142,78,31.386,44.817,111.5,89.5,74.35,51.52,70.35039,26.143,14.19,69.3,46.05,37.55,34.06,24.984,92.8289,26.98982,53.50145,32.1513,31.2641,10.50506,34.04699,28.76249,23.7135,36.28207,20.07737,19.71858,62.50672,34.27291,31.19211,41.35687,33.16976,146.78,23.452,23.318,44.40603,45.662,11.134,29.34604,31.406,35.91,36.227,15.659,14.301,93.02779,35.52747,26.22958,41.89963,26.00747,45.20156,44.32084,7.29602,22.94538,28.86309,27.13332,23.04753,18.92986,322.43283,23.561,301.72384,41.50575,48.31587,132.85468,56.59912,42.56642,59.25513,29.366,52.52036,20.46886,15.08941,10.96324,19.15271,18.02005,118.9055,46.9734,21.52232,33.46088,19.19831,46.31795,31.463,36.07784,15.31624,13.439,6.65348,14.812,13.982,23.17002,14.397,11.02567,13.76359894,11.47148,,16.27047,3.588,,227.98,148.87638,18.12198,13.88926,19.22238,31.51091,36.96998,9.40993,14.06178,17.82231,17.98019,21.91069,14.95165,25.83049,15.44405,22.504,8.95209,9.56326,10.32671,33.63696,10.11188,24.289,7.07276,,,73.39974,25.43962,27.30769,8.1087,11.26632,3.6948,,,2.078,,,,,,82.668,4.09,25.037,28.189,20.153,17.971,14.131,16.283,9.108,6.563,38.67843,2.40336,4.52011,9.51751,9.8806,7.84706,7.566,7.27784,9.50705,8.014,5.21328,,12.13381,,13.34608,5.7859,9.6,3.09648,,35.44426,17.04788,,
2003,13594.31024,526.72,257.803,132.45121,129.5322,35.82427,76.25607,51.46061,92.48071,31.99369,23.49782,62.88615,52.85451,39.67576,61.93085,25.15415,12.5918,25.56615,19.85067,11.85962,20.34428,29.36189,10.93822,29.53034,13.49617,40.62029,45.01914,6.76298,24.24821,23.81544,27.13973,21.32626,15.13733,15.53002,150.18961,154.67,79.03681,31.48388,23.46594,23.29453,28.17002,25.338,10.30302,23.87762,33.80089,17.65242,11.98189,24.00291,122.67,60.01038,23.13066,8.16105,19.23723,10.98582,22.71321,12.33531,135.59,35.0169,16.91294,8.80058,11.48876,112.56009,9.50709,20.08599,7.96885,26.69036,9.71388,34.98974,680.404,169.077,183.3452,85.226,90.142,280.156,98.01814,33.275,42.064,74.339,63.177,58.767,57.405,27.819,211.87148,174.927,121.2485,82.354,45.95433,103.52193,75.63033,23.84733,18.66184,90.887,22.02878,60.364,28.48538,20.81442,17.05041,19.25237,13.24689,10.30449,32.04307,10.84187,30.05,21.68607,21.99287,24.82739,20.9068,18.32512,7.55027,20.31763,116.2131,75.96934,26.27554,32.06821,138.01105,60.33969,28.26381,29.43962,26.9869,64.10248,14.0691,14.28645,30.67749,10.91,7.97237,34.50595,20.67244,24.94974,16.8411,25.27563,135.2154,181.903,100.338,38.324,56.2,131.6,103,88.261,60.407,83.602,31.167,17.005,81.97,55.668,45.419,40.65,29.01,110.2277,28.20917,68.63165,36.56628,36.17866,12.22482,37.89452,34.14205,26.50299,41.16846,22.15676,22.45634,72.41573,33.97493,34.71173,40.34625,34.57143,162.218,25.979,24.505,49.13566,50.331,12.57,32.75115,34.355,38.998,38.7235,17.368,15.688,108.60986,38.30868,26.76868,44.54628,28.50856,49.51877,48.65833,8.19087,23.96731,32.42609,28.03566,24.96138,21.12509,378.04451,26.803,364.01435,48.30648,52.69693,157.84876,61.78068,48.39463,65.72548,32.83,59.09772,22.70363,16.474,12.80242,21.51434,20.5987,145.47,57.2054,23.64556,35.90698,21.47012,52.17793095,36.157,39.15373,16.19978,14.014,7.25271,15.289,15.692,25.84458,16.213,11.49806,14.85799717,12.63024,10.42185,22.88595,4.11659,,261.557,170.52732,20.27893,16.4268,21.63954,35.53762,39.65792,10.40781,15.9188,20.03189,21.55616,25.03236,17.40527,29.10202,17.6347,25.514,10.03435,10.82321,11.76806,38.09191,11.7082,28.018,7.87506,,,81.82598,28.1611,28.64738,8.73,12.1256,4.1405,7.6995,7.31542,6.42,,,,,,92.6121,4.7429,28.1324,31.2608,22.4829,21.8018,16.0711,20.0096,10.3375,7.4717,44.00803,3.17731,5.41581,10.53445,11.01045,9.00107,8.3764,8.06051,10.66855,8.96916,5.60408,,14.48328,,15.67845,6.92109,12.70346,3.75938,,40.85834,21.62707,,
2004,16335.0667,625.25,314.135,151.11521,162.63343,42.51391,93.64918,63.5577,111.08786,40.01082,30.06156,77.41155,60.48,47.38046,77.1655,30.47269,15.15009,31.84746,24.45115,14.52132,25.39148,36.82811,13.01939,37.59352,17.95855,51.21,60.83255,9.13666,32.6653,27.70805,38.03751,26.1789,18.94893,18.31763,179.23975,185.04,100.6,37.50016,29.36043,29.05058,34.31203,31.83313,12.71258,29.00185,36.87,21.6057,15.27847,29.33558,141.56,70.3704,27.94099,10.00597,21.78,9.92254,28.47227,13.70006,160.45,40.18847,19.46995,10.48765,13.66325,123.9538,10.92023,23.62956,9.65164,30.17544,11.22757,39.75993,810.155,208.71,227.43,103.951,111.338,336.594,120.402,39.28,50.097,87.136,76.765,71.666,70.375,33.559,256.64609,210.945,138.8907,100.241,55.04915,124.4992,92.55855,28.0455,23.12696,107.648,26.275,74.092,34.50746,26.366,21.449,26.5095,16.913,13.672,39.202,13.198,35.564,26.332,27.91206,29.462,25.31,22.46429,9.24253,23.566,133.5209,89.72652,29.646,34.0034,160.29716,70.20241,32.1696,34.92257,30.90407,77.04622,16.51237,17.2556,35.67621,13.4,9.63748,39.80147,24.286,28.95167,20.41762,30.10663,160.027,219.36,123.096,50.331,70.173,163.08949,124.641,110.216,73.211,100.881,38.778,22.388,96.03,68.69,57.269,51.945,36.522,137.78886,34.57413,90.5198,46.98229,46.34693,15.63417,46.15109,45.57036,31.74246,51.58199,27.95597,27.46518,89.33215,45.5837,43.42689,52.19821,44.58303,188.224,29.591,29.29,58.86758,55.788,14.192,37.94609,38.129,43.002,43.23957,20.5,18.969,130.8983,45.2477,33.2781,54.21735,33.66166,59.03086,58.33656,9.60921,28.73425,39.50835,32.7851,29.12274,26.72073,447.73511,31.27628,435.02928,55.80339,60.37625,191.80422,69.5642,55.17005,75.0338,39.11541,68.51423,27.164,19.01613,16.03001,25.12089,25.57613,180.9609,70.42951,25.69282,38.578,25.75959,61.91189469,44.083,45.91601,19.6614,15.553,8.33226,17.125,19.118,31.2684,20.376,13.95,17.84514,15.47458,12.55486,25.30155,4.82348,,305.954,203.10663,24.93484,20.08306,25.87937,42.47771,45.49447,12.74716,19.3527,24.35401,26.57746,30.70864,21.68208,34.90282,21.75811,32.18573,12.15901,12.4657,14.04319,44.36292,15.10957,32.893,8.77905,,,94.61405,34.24766,32.78995,9.8083,14.56693,5.0378,8.84887,8.38988,,,,,,,109.2352,5.6842,34.0783,36.3458,27.2546,27.0024,18.9039,27.1127,11.6554,10.1459,50.465,4.44385,8.55262,12.63304,12.82506,10.80216,9.93456,9.63426,12.22504,10.83062,6.41428,6.3383,17.47354,,18.89679,8.93847,9.22147,3.58573,5.05381,48.42599,29.6202,,
